index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
199,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
-1-1-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-1-11,1,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
-1-1-1,1,1,1,1,1,0,-1,0,0,0,1,1,1,-1,-1,1,0,1,-1,0,1,0,1,0,0,1,0,1,-1,1,1
-1-13,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
-1-14,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
-1-15,1,0,1,1,1,0,0,-1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
-1-16,0,1,0,1,0,0,-1,0,0,0,1,0,1,0,1,1,1,0,-1,0,1,0,1,0,0,1,0,1,1,0,0
-1-17,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-1-18,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-1-19,1,1,1,1,1,0,1,1,0,1,1,0,1,-1,-1,1,1,0,-1,1,1,1,1,1,1,1,0,1,-1,0,1
-11-1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,-1,0,1,0,-1,1,1,1,1,0,0,0,0,1,1,0,0
-111,1,0,1,1,1,0,-1,1,1,1,1,0,0,-1,-1,0,1,0,-1,1,1,1,1,0,1,1,0,1,-1,0,1
-11-1,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,0,0,1,0,-1,1,1,1,1,0,0,1,1,1,1,0,1
-113,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
-114,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1
-115,1,1,1,1,1,0,0,1,0,0,1,1,1,1,-1,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,1
-116,1,0,1,0,1,0,-1,-1,0,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
-117,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
-118,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
-119,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
-1-1-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
-1-11,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
-1-1-1,1,1,1,1,1,0,1,1,1,0,1,1,0,-1,-1,1,1,1,-1,0,1,0,1,1,1,1,0,1,-1,1,1
-1-13,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
-1-14,1,1,1,1,1,0,-1,-1,0,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
-1-15,1,0,1,1,1,0,-1,0,1,1,1,0,0,0,0,0,1,0,-1,1,1,1,1,0,0,-1,0,1,1,0,0
-1-16,1,0,1,1,1,0,0,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
-1-17,1,0,1,1,1,0,0,1,1,0,1,1,0,0,-1,0,1,1,-1,1,1,0,1,0,0,0,0,1,-1,1,0
-1-18,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1
-1-19,0,0,0,1,0,0,1,1,1,0,1,0,0,-1,1,0,1,0,1,1,1,0,1,1,1,-1,0,1,1,0,1
-13-1,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,0
-131,1,0,1,1,1,0,0,0,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,0,0,-1,1,1,1,1,0
-13-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
-133,1,0,1,1,1,0,-1,1,0,0,1,1,1,-1,0,0,1,1,-1,1,1,0,1,0,0,1,0,1,1,1,1
-134,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
-135,0,1,0,1,0,0,-1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1
-136,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,1
-137,1,0,1,1,1,0,0,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
-138,1,0,1,1,1,1,0,1,0,0,1,1,1,-1,1,0,1,0,-1,1,1,0,1,1,0,1,0,1,1,0,1
-139,0,0,0,1,0,1,1,1,1,1,1,0,0,-1,-1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
-14-1,1,0,1,0,1,0,-1,-1,0,1,1,0,0,0,-1,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
-141,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
-14-1,1,0,1,1,1,0,-1,0,1,0,1,1,0,0,-1,0,1,0,-1,1,1,0,1,0,0,-1,0,1,1,0,0
-143,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,-1,0,1,-1,1,0
-144,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
-145,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
-146,1,0,1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
-147,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,0,1,1,0,-1,0,1,1,1,0
-148,0,1,0,1,0,0,0,1,0,1,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,-1,0,1,1,1,0
-149,1,0,1,1,1,0,0,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,0,-1,1,0
-15-1,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
-151,1,0,1,1,1,0,0,0,0,1,1,0,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
-15-1,0,0,0,1,0,0,-1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
-153,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
-154,1,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
-155,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,0
-156,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-157,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
-158,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
-159,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1
-16-1,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1
-161,1,1,1,1,1,0,-1,1,0,0,1,1,1,-1,-1,1,1,0,-1,1,0,0,0,0,0,1,0,1,1,0,1
-16-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-163,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
-164,1,0,1,1,1,0,0,1,1,1,1,0,0,-1,1,0,0,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1
-165,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
-166,1,0,1,1,1,1,-1,1,0,0,1,0,1,1,0,0,0,1,-1,1,0,0,0,0,0,1,0,1,1,1,1
-167,1,0,1,1,1,0,0,0,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
-168,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,1
-169,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
-17-1,0,1,0,1,0,1,-1,1,0,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
-171,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
-17-1,0,1,0,1,0,1,1,1,0,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
-173,1,0,1,1,1,0,-1,1,1,0,1,1,0,1,-1,0,1,1,-1,1,1,0,0,0,0,1,1,0,1,1,1
-174,1,0,1,1,1,0,0,0,0,0,0,1,1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,0,1,-1,1,1
-175,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
-176,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,1
-177,1,0,1,1,1,0,1,1,0,0,0,1,0,-1,1,0,0,1,-1,1,1,0,1,1,0,1,1,1,1,1,1
-178,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
-179,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
-18-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,1
-181,1,0,1,1,1,0,1,1,1,0,1,1,0,-1,-1,0,1,1,-1,1,1,0,1,1,0,-1,1,1,1,1,1
-18-1,1,0,1,1,1,0,-1,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,0,1,0,1,-1,0,1,1,1,0
-183,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
-184,0,1,0,1,0,1,1,1,0,1,1,0,0,-1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
-185,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
-186,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
-187,1,0,1,0,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,0
-188,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
-189,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
-19-1,1,0,1,1,1,0,-1,0,0,0,1,1,1,0,1,0,1,1,-1,1,1,0,1,0,0,0,0,1,-1,1,0
-191,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,1
-19-1,0,1,0,1,0,1,-1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
-193,1,0,1,1,1,0,1,1,0,0,0,1,1,1,-1,0,0,1,-1,1,1,0,0,1,1,1,0,1,1,1,1
-194,1,0,1,1,1,0,0,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
-195,1,0,1,1,1,1,0,1,1,0,0,1,0,1,-1,0,0,1,-1,1,1,0,0,0,1,-1,0,1,-1,1,1
-196,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,0,0,1,1,1,1,0,-1,1,1
-197,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
-198,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
-199,1,0,1,1,1,0,0,1,1,0,1,1,1,-1,0,0,1,1,-1,1,0,0,0,1,0,-1,0,1,1,1,1
03-01-01,1,0,1,1,1,0,-1,-1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
03-Nov,1,1,1,0,1,1,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
03-01-01,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
Mar-13,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,1,0,1,1,-1,1,1,0,0,1,0,-1,0,1,1,1,1
Mar-14,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
Mar-15,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
Mar-16,1,1,1,1,1,0,-1,1,0,0,1,1,1,-1,-1,1,1,1,-1,0,1,0,0,0,0,1,0,1,1,1,1
Mar-17,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
Mar-18,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
Mar-19,1,0,1,0,1,0,0,1,0,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
31-Jan,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
311,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,0,1,1,-1,0,1,0,1,1,0,1,0,1,1,1,1
31-Jan,1,0,1,1,1,0,-1,-1,0,0,1,1,1,0,-1,0,1,1,-1,0,1,0,1,1,1,-1,0,1,-1,1,0
313,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,0
314,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,1
315,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,1
316,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
317,1,0,1,1,1,0,1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
318,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
319,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
03-01-01,1,0,1,1,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
03-Nov,0,0,0,1,0,0,0,1,1,1,1,0,0,-1,-1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
03-01-01,0,1,0,1,0,1,-1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,-1,0,1,1,0,1
Mar-13,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
Mar-14,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
Mar-15,0,0,0,1,0,0,-1,1,0,1,1,0,1,-1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
Mar-16,1,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,0,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
Mar-17,1,1,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
Mar-18,0,1,0,1,0,0,-1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,-1,0,0
Mar-19,1,0,1,1,1,0,0,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
33-1,1,1,1,0,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
331,1,1,1,1,1,0,0,1,0,0,1,1,1,-1,1,1,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
33-1,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
333,1,0,1,1,1,1,0,1,0,0,1,1,1,1,-1,0,1,1,-1,1,1,0,1,0,1,1,0,0,-1,1,1
334,1,0,1,0,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
335,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,0,0,0,1,1,1,0
336,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0
337,1,0,1,1,1,0,1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
338,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,0,0,0,0,-1,1,0
339,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
34-1,0,1,0,1,0,0,1,1,0,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
341,1,0,1,1,1,0,0,1,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,1,-1,1,1
34-1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
343,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
344,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1
345,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1
346,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
347,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,-1,1,1,0,1,0,0,0,0,1,-1,1,0
348,1,0,1,1,1,0,-1,0,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
349,1,0,1,1,1,1,1,1,0,0,1,1,1,-1,1,0,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
35-1,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,0,-1,1,1
351,1,0,1,1,1,0,-1,-1,1,0,0,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,1,0,1,1,1,0
35-1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
353,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,0
354,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1
355,1,0,1,1,1,0,0,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
356,1,0,1,1,1,0,1,1,0,0,0,1,1,-1,1,0,0,1,-1,1,1,0,1,1,0,-1,0,1,1,1,0
357,1,0,1,0,1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
358,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
359,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1
36-1,1,0,1,1,1,0,0,1,0,0,0,1,0,-1,-1,0,0,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
361,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
36-1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
363,1,0,1,1,1,0,0,1,1,0,1,1,0,1,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,1,-1,1,1
364,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0
365,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
366,0,0,0,1,0,0,0,1,0,1,1,0,1,-1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
367,1,1,1,1,1,0,1,1,0,0,1,1,1,-1,-1,1,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
368,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,0,-1,1,1
369,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,-1,0,1,1,0,0
37-1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,0,0,0,1,-1,1,0
371,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,1,1
37-1,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
373,1,0,1,0,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,0
374,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
375,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0
376,1,1,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,1
377,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1
378,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
379,0,0,0,1,0,1,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
38-1,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,1
381,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
38-1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1
383,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,1,0,1,0,0,1,0,1,1,1,0
384,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
385,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
386,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
387,0,1,0,1,0,0,-1,-1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
388,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,1
389,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
39-1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
391,1,0,1,1,1,0,-1,-1,0,0,1,1,1,0,1,0,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,0
39-1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,0,-1,1,1
393,0,1,0,1,0,0,-1,1,0,1,1,0,1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
394,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,0,-1,0,1,-1,1,0
395,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,0,1,1,-1,1,1,0,1,1,0,1,0,1,-1,1,1
396,1,0,1,1,1,0,1,1,0,0,1,1,1,1,-1,0,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1
397,1,0,1,1,1,1,-1,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
398,1,1,1,1,1,0,1,1,0,0,1,1,1,-1,0,1,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1
